branch : BFS : SUDOKU_PUZZLE_9x9_101
Branch summary:
CLASS NAME	METHOD	PC	TAKEN	NOT_TAKEN
pt/ulisboa/tecnico/cnv/solver/Solver	rowCheck	70	21	54
pt/ulisboa/tecnico/cnv/solver/Solver	rowCheck	52	748	75
pt/ulisboa/tecnico/cnv/solver/Solver	runSolver	26	7481	75
pt/ulisboa/tecnico/cnv/solver/Solver	toString	69	1	16
pt/ulisboa/tecnico/cnv/solver/Solver	toString	87	16	256
pt/ulisboa/tecnico/cnv/solver/Solver	toString	183	16	256
pt/ulisboa/tecnico/cnv/solver/Solver	toString	156	1	16
pt/ulisboa/tecnico/cnv/solver/Solver	runSolver	113	1	0
pt/ulisboa/tecnico/cnv/solver/Solver	deepCloneArray	23	1	0
pt/ulisboa/tecnico/cnv/solver/Solver	run	35	23044	241962000
pt/ulisboa/tecnico/cnv/solver/Solver	run	24	823	23044
pt/ulisboa/tecnico/cnv/solver/Solver	deepCloneArray	18	1	16
pt/ulisboa/tecnico/cnv/solver/SolverFactory	getInstance	3	0	1
pt/ulisboa/tecnico/cnv/solver/SolverFactory	toString	9	0	1

branch : BFS : SUDOKU_PUZZLE_16x16_04
Branch summary:
CLASS NAME	METHOD	PC	TAKEN	NOT_TAKEN
pt/ulisboa/tecnico/cnv/solver/SolverFactory$SolverType	toString	795	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	769	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	684	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	665	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	538	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	500	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	390	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	356	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	261	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	182	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	168	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	156	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	27	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	15	0	1
pt/ulisboa/tecnico/cnv/solver/SolverFactory$SolverType	values	11	0	1
pt/ulisboa/tecnico/cnv/solver/SolverFactory$SolverType	toString	28	0	1
pt/ulisboa/tecnico/cnv/solver/Solver	rowCheck	6	114	6390
pt/ulisboa/tecnico/cnv/solver/Solver	rowCheck	18	5839	551
pt/ulisboa/tecnico/cnv/solver/Solver	colCheck	6	72	1502
pt/ulisboa/tecnico/cnv/solver/Solver	colCheck	18	1460	42
pt/ulisboa/tecnico/cnv/solver/Solver	boxCheck	30	67	281
pt/ulisboa/tecnico/cnv/solver/Solver	boxCheck	45	276	1118
pt/ulisboa/tecnico/cnv/solver/Solver	boxCheck	59	1113	5
pt/ulisboa/tecnico/cnv/solver/Solver	boxCheck	25	5	67
pt/ulisboa/tecnico/cnv/solver/Solver	colCheck	15	42	72
pt/ulisboa/tecnico/cnv/solver/Solver	rowCheck	6	551	114
pt/ulisboa/tecnico/cnv/solver/Solver	runSolver	6	1	540
pt/ulisboa/tecnico/cnv/solver/Solver	runSolver	15	473	8090
pt/ulisboa/tecnico/cnv/solver/Solver	runSolver	37	13	665
pt/ulisboa/tecnico/cnv/solver/Solver	rowCheck	70	13	54
pt/ulisboa/tecnico/cnv/solver/Solver	rowCheck	52	598	67
pt/ulisboa/tecnico/cnv/solver/Solver	runSolver	26	8023	67
pt/ulisboa/tecnico/cnv/solver/Solver	toString	69	1	16
pt/ulisboa/tecnico/cnv/solver/Solver	toString	87	16	256
pt/ulisboa/tecnico/cnv/solver/Solver	toString	183	16	256
pt/ulisboa/tecnico/cnv/solver/Solver	toString	156	1	16
pt/ulisboa/tecnico/cnv/solver/Solver	runSolver	113	1	0
pt/ulisboa/tecnico/cnv/solver/Solver	deepCloneArray	23	1	0
pt/ulisboa/tecnico/cnv/solver/Solver	run	35	18620	195510000
pt/ulisboa/tecnico/cnv/solver/Solver	run	24	665	18620
pt/ulisboa/tecnico/cnv/solver/Solver	deepCloneArray	18	1	16
pt/ulisboa/tecnico/cnv/solver/SolverFactory	getInstance	3	0	1
pt/ulisboa/tecnico/cnv/solver/SolverFactory	toString	9	0	1

branch : BFS : SUDOKU_PUZZLE_16x16_05
Branch summary:
CLASS NAME	METHOD	PC	TAKEN	NOT_TAKEN
pt/ulisboa/tecnico/cnv/solver/SolverFactory$SolverType	toString	795	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	769	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	684	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	665	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	538	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	500	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	390	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	356	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	261	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	182	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	168	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	156	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	27	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	15	0	1
pt/ulisboa/tecnico/cnv/solver/SolverFactory$SolverType	values	11	0	1
pt/ulisboa/tecnico/cnv/solver/SolverFactory$SolverType	toString	28	0	1
pt/ulisboa/tecnico/cnv/solver/Solver	rowCheck	6	115	8883
pt/ulisboa/tecnico/cnv/solver/Solver	rowCheck	18	8398	485
pt/ulisboa/tecnico/cnv/solver/Solver	colCheck	6	32	1883
pt/ulisboa/tecnico/cnv/solver/Solver	colCheck	18	1800	83
pt/ulisboa/tecnico/cnv/solver/Solver	boxCheck	30	23	144
pt/ulisboa/tecnico/cnv/solver/Solver	boxCheck	45	135	716
pt/ulisboa/tecnico/cnv/solver/Solver	boxCheck	59	707	9
pt/ulisboa/tecnico/cnv/solver/Solver	boxCheck	25	9	23
pt/ulisboa/tecnico/cnv/solver/Solver	colCheck	15	83	32
pt/ulisboa/tecnico/cnv/solver/Solver	rowCheck	6	485	115
pt/ulisboa/tecnico/cnv/solver/Solver	runSolver	6	0	24
pt/ulisboa/tecnico/cnv/solver/Solver	runSolver	15	0	273
pt/ulisboa/tecnico/cnv/solver/Solver	runSolver	37	24	600
pt/ulisboa/tecnico/cnv/solver/Solver	rowCheck	70	23	0
pt/ulisboa/tecnico/cnv/solver/Solver	rowCheck	52	577	23
pt/ulisboa/tecnico/cnv/solver/Solver	runSolver	26	249	24
pt/ulisboa/tecnico/cnv/solver/Solver	toString	69	1	25
pt/ulisboa/tecnico/cnv/solver/Solver	toString	87	25	625
pt/ulisboa/tecnico/cnv/solver/Solver	toString	183	25	625
pt/ulisboa/tecnico/cnv/solver/Solver	toString	156	1	25
pt/ulisboa/tecnico/cnv/solver/Solver	colCheck	113	1	0
pt/ulisboa/tecnico/cnv/solver/Solver	deepCloneArray	23	1	0
pt/ulisboa/tecnico/cnv/solver/Solver	run	35	16800	176400000
pt/ulisboa/tecnico/cnv/solver/Solver	run	24	600	16800
pt/ulisboa/tecnico/cnv/solver/Solver	deepCloneArray	18	1	25
pt/ulisboa/tecnico/cnv/solver/SolverFactory	getInstance	3	0	1
pt/ulisboa/tecnico/cnv/solver/SolverFactory	toString	9	0	1

branch : BFS : SUDOKU_PUZZLE_16x16_06
Branch summary:
CLASS NAME	METHOD	PC	TAKEN	NOT_TAKEN
pt/ulisboa/tecnico/cnv/solver/SolverFactory$SolverType	toString	795	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	769	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	684	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	665	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	538	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	500	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	390	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	356	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	261	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	182	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	168	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	156	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	27	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	15	0	1
pt/ulisboa/tecnico/cnv/solver/SolverFactory$SolverType	values	11	0	1
pt/ulisboa/tecnico/cnv/solver/SolverFactory$SolverType	toString	28	0	1
pt/ulisboa/tecnico/cnv/solver/Solver	rowCheck	6	311	27461
pt/ulisboa/tecnico/cnv/solver/Solver	rowCheck	18	25893	1568
pt/ulisboa/tecnico/cnv/solver/Solver	colCheck	6	143	5785
pt/ulisboa/tecnico/cnv/solver/Solver	colCheck	18	5617	168
pt/ulisboa/tecnico/cnv/solver/Solver	boxCheck	30	133	687
pt/ulisboa/tecnico/cnv/solver/Solver	boxCheck	45	677	3421
pt/ulisboa/tecnico/cnv/solver/Solver	boxCheck	59	3411	10
pt/ulisboa/tecnico/cnv/solver/Solver	boxCheck	25	10	133
pt/ulisboa/tecnico/cnv/solver/Solver	colCheck	15	168	143
pt/ulisboa/tecnico/cnv/solver/Solver	rowCheck	6	1568	311
pt/ulisboa/tecnico/cnv/solver/Solver	runSolver	6	1	1444
pt/ulisboa/tecnico/cnv/solver/Solver	runSolver	15	1311	34487
pt/ulisboa/tecnico/cnv/solver/Solver	runSolver	37	19	1879
pt/ulisboa/tecnico/cnv/solver/Solver	colCheck	70	19	114
pt/ulisboa/tecnico/cnv/solver/Solver	rowCheck	52	1746	133
pt/ulisboa/tecnico/cnv/solver/Solver	runSolver	26	34354	133
pt/ulisboa/tecnico/cnv/solver/Solver	toString	69	1	25
pt/ulisboa/tecnico/cnv/solver/Solver	toString	87	25	625
pt/ulisboa/tecnico/cnv/solver/Solver	toString	183	25	625
pt/ulisboa/tecnico/cnv/solver/Solver	toString	156	1	25
pt/ulisboa/tecnico/cnv/solver/Solver	runSolver	113	1	0
pt/ulisboa/tecnico/cnv/solver/Solver	deepCloneArray	23	1	0
pt/ulisboa/tecnico/cnv/solver/Solver	run	35	52612	552426000
pt/ulisboa/tecnico/cnv/solver/Solver	run	24	1879	52612
pt/ulisboa/tecnico/cnv/solver/Solver	deepCloneArray	18	1	25
pt/ulisboa/tecnico/cnv/solver/SolverFactory	getInstance	3	0	1
pt/ulisboa/tecnico/cnv/solver/SolverFactory	toString	9	0	1

branch : DLX : SUDOKU_PUZZLE_9x9_101
Branch summary:
CLASS NAME	METHOD	PC	TAKEN	NOT_TAKEN
pt/ulisboa/tecnico/cnv/solver/SolverFactory$SolverType	toString	795	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	769	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	684	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	665	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	538	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	500	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	390	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	356	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	261	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	182	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	168	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	156	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	27	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	15	0	1
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	run	173	1	9
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	run	184	9	81
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	run	195	81	729
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	209	642	87
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	run	113	1	59
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	createMatrix	25	1	9
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	createMatrix	36	9	81
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	createMatrix	46	22	59
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	16	729	43011
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	187	29	0
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	181	101	29
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	175	228	130
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	169	306	358
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	163	1344	664
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	157	1827	2008
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	151	37760	3835
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	139	59	472
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	133	472	531
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	127	3776	472
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	121	531	4248
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	115	37760	4779
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	103	3776	472
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	97	33984	4248
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	91	4779	38232
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	5	0	729
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	<init>	458	1	324
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	<init>	469	324	348
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	<init>	246	1	729
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	<init>	417	642	87
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	<init>	275	729	236196
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	<init>	365	87	261
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	<init>	324	261	87
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	<init>	296	348	25
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	<init>	285	235848	348
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	<init>	24	1	324
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$ColumnID	<init>	113	81	81
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$ColumnID	<init>	87	162	81
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$ColumnID	<init>	47	81	243
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	cover	38	81	81
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	mapSolvedToGrid	140	81	243
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	cover	82	81	243
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	cover	49	81	0
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	search	11	81	1
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	mapSolvedToGrid	134	1	9
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	mapSolvedToGrid	145	9	81
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	mapSolvedToGrid	58	243	81
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	mapSolvedToGrid	115	243	81
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	mapSolvedToGrid	88	162	81
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	mapSolvedToGrid	24	1	81
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	choose	21	81	13203
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	choose	40	13200	3
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	cover	29	324	87
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	cover	39	87	261
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	uncover	7	324	87
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	uncover	17	87	261
pt/ulisboa/tecnico/cnv/solver/SolverFactory$SolverType	values	11	0	2
pt/ulisboa/tecnico/cnv/solver/SolverFactory$SolverType	toString	28	1	1
pt/ulisboa/tecnico/cnv/solver/Solver	toString	69	1	9
pt/ulisboa/tecnico/cnv/solver/Solver	toString	87	9	81
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	toString	183	9	81
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	toString	156	1	9
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	uncover	113	1	0
pt/ulisboa/tecnico/cnv/solver/Solver	deepCloneArray	23	1	0
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	run	35	7420	77910000
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	run	24	265	7420
pt/ulisboa/tecnico/cnv/solver/Solver	deepCloneArray	18	1	9
pt/ulisboa/tecnico/cnv/solver/SolverFactory	getInstance	3	0	1
pt/ulisboa/tecnico/cnv/solver/SolverFactory	toString	32	0	1
pt/ulisboa/tecnico/cnv/solver/SolverFactory	toString	9	1	0

branch : DLX : SUDOKU_PUZZLE_9x9_102
Branch summary:
CLASS NAME	METHOD	PC	TAKEN	NOT_TAKEN
pt/ulisboa/tecnico/cnv/solver/SolverFactory$SolverType	toString	795	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	769	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	684	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	665	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	538	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	500	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	390	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	356	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	261	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	182	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	168	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	156	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	27	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	15	0	1
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	run	173	1	9
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	run	184	9	81
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	run	195	81	729
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	209	642	87
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	run	113	1	59
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	createMatrix	25	1	9
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	createMatrix	36	9	81
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	createMatrix	46	22	59
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	16	729	43011
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	187	29	0
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	181	101	29
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	175	228	130
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	169	306	358
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	163	1344	664
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	157	1827	2008
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	151	37760	3835
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	139	59	472
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	133	472	531
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	127	3776	472
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	121	531	4248
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	115	37760	4779
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	103	3776	472
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	97	33984	4248
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	91	4779	38232
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver	filled	5	0	729
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	<init>	458	1	324
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	<init>	469	324	348
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	<init>	246	1	729
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	<init>	417	642	87
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	<init>	275	729	236196
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	<init>	365	87	261
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	<init>	324	261	87
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	<init>	296	348	25
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	<init>	285	235848	348
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	<init>	24	1	324
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$ColumnID	<init>	113	81	81
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$ColumnID	<init>	87	162	81
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$ColumnID	<init>	47	81	243
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	cover	38	81	81
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	mapSolvedToGrid	140	81	243
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	cover	82	81	243
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	cover	49	81	0
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	search	11	81	1
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	mapSolvedToGrid	134	1	9
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	mapSolvedToGrid	145	9	81
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	mapSolvedToGrid	58	243	81
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	mapSolvedToGrid	115	243	81
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	mapSolvedToGrid	88	162	81
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	mapSolvedToGrid	24	1	81
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	choose	21	81	13203
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	choose	40	13200	3
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	cover	29	324	87
pt/ulisboa/tecnico/cnv/solver/SudokuSolverDLX$AlgorithmXSolver$Node	cover	39	87	261
